N,TL,TR,current_trail,thread_1,thread_2,thread_3,thread_4,thread_5,thread_6,thread_7,thread_8,Mean,std_div
Rate Function: sqrt(x*y/(x+y)),,,,,,,,,,,,,,
Test_1: Mean energy flux for changing length of the chain. Let N change from 2 to 100.,,,,,,,,,,,,,,
15,11,12.1,10,707.454,7566.55,13107.2,4909.97,-5267.8,-483.913,15472,1677.9,0.235558,
,,,,,,,,,,,,,=STDEV.S(M258:M267),
,,,,,,,,,,,,,,
Rate Function: sqrt(x+y),,,,,,,,,,,,,,
Test_1: Mean energy flux for changing length of the chain. Let N change from 2 to 100.,,,,,,,,,,,,,,
2,1,2,1,19725,19997,19814.6,19598.3,19133.4,19151.4,19438.3,19242.9,0.97563,
2,1,2,2,19725,19997,19814.6,19598.3,19133.4,19151.4,19438.3,19242.9,0.97563,
2,1,2,3,19725,19997,19814.6,19598.3,19133.4,19151.4,19438.3,19242.9,0.97563,
2,1,2,4,19725,19997,19814.6,19598.3,19133.4,19151.4,19438.3,19242.9,0.97563,
2,1,2,5,19725,19997,19814.6,19598.3,19133.4,19151.4,19438.3,19242.9,0.97563,
2,1,2,6,19725,19997,19814.6,19598.3,19133.4,19151.4,19438.3,19242.9,0.97563,
2,1,2,7,19725,19997,19814.6,19598.3,19133.4,19151.4,19438.3,19242.9,0.97563,
2,1,2,8,19725,19997,19814.6,19598.3,19133.4,19151.4,19438.3,19242.9,0.97563,
2,1,2,9,19725,19997,19814.6,19598.3,19133.4,19151.4,19438.3,19242.9,0.97563,
2,1,2,10,19725,19997,19814.6,19598.3,19133.4,19151.4,19438.3,19242.9,0.97563,
,,,,,,,,,,,,,=STDEV.S(M272:M281),
,,,,,,,,,,,,,,
3,1,2,1,19477.9,20707.6,20210.7,19430.2,18620.6,19069.2,19562.1,19320.7,0.977494,
3,1,2,2,19870.7,18818.2,19704.8,18730.3,20126.4,19220.2,18096.3,18881.4,0.959052,
3,1,2,3,19870.7,18818.2,19704.8,18730.3,20126.4,19220.2,18096.3,18881.4,0.959052,
3,1,2,4,19870.7,18818.2,19704.8,18730.3,20126.4,19220.2,18096.3,18881.4,0.959052,
3,1,2,5,19870.7,18818.2,19704.8,18730.3,20126.4,19220.2,18096.3,18881.4,0.959052,
3,1,2,6,19870.7,18818.2,19704.8,18730.3,20126.4,19220.2,18096.3,18881.4,0.959052,
3,1,2,7,19870.7,18818.2,19704.8,18730.3,20126.4,19220.2,18096.3,18881.4,0.959052,
3,1,2,8,19870.7,18818.2,19704.8,18730.3,20126.4,19220.2,18096.3,18881.4,0.959052,
3,1,2,9,19870.7,18818.2,19704.8,18730.3,20126.4,19220.2,18096.3,18881.4,0.959052,
3,1,2,10,19870.7,18818.2,19704.8,18730.3,20126.4,19220.2,18096.3,18881.4,0.959052,
,,,,,,,,,,,,,=STDEV.S(M284:M293),
,,,,,,,,,,,,,,
4,1,2,1,19431.1,18597.5,19872.6,19094.2,18839.9,18245.3,20538.9,18728.8,0.958427,
4,1,2,2,18795.8,18698.6,19843.8,19074.7,20094.4,18468.9,18806.7,19318.8,0.956885,
4,1,2,3,18795.8,18698.6,19843.8,19074.7,20094.4,18468.9,18806.7,19318.8,0.956885,
4,1,2,4,18795.8,18698.6,19843.8,19074.7,20094.4,18468.9,18806.7,19318.8,0.956885,
4,1,2,5,18795.8,18698.6,19843.8,19074.7,20094.4,18468.9,18806.7,19318.8,0.956885,
4,1,2,6,18795.8,18698.6,19843.8,19074.7,20094.4,18468.9,18806.7,19318.8,0.956885,
4,1,2,7,18795.8,18698.6,19843.8,19074.7,20094.4,18468.9,18806.7,19318.8,0.956885,
4,1,2,8,18795.8,18698.6,19843.8,19074.7,20094.4,18468.9,18806.7,19318.8,0.956885,
4,1,2,9,18795.8,18698.6,19843.8,19074.7,20094.4,18468.9,18806.7,19318.8,0.956885,
4,1,2,10,18795.8,18698.6,19843.8,19074.7,20094.4,18468.9,18806.7,19318.8,0.956885,
,,,,,,,,,,,,,=STDEV.S(M296:M305),
,,,,,,,,,,,,,,
5,1,2,1,19740.8,17656.9,19394.5,18200,19268,18200,19420.4,20605.1,0.953035,
5,1,2,2,19740.8,17656.9,19394.5,18200,19268,18200,19420.4,20605.1,0.953035,
5,1,2,3,19740.8,17656.9,19394.5,18200,19268,18200,19420.4,20605.1,0.953035,
5,1,2,4,19740.8,17656.9,19394.5,18200,19268,18200,19420.4,20605.1,0.953035,
5,1,2,5,19740.8,17656.9,19394.5,18200,19268,18200,19420.4,20605.1,0.953035,
5,1,2,6,19740.8,17656.9,19394.5,18200,19268,18200,19420.4,20605.1,0.953035,
5,1,2,7,19740.8,17656.9,19394.5,18200,19268,18200,19420.4,20605.1,0.953035,
5,1,2,8,19740.8,17656.9,19394.5,18200,19268,18200,19420.4,20605.1,0.953035,
5,1,2,9,20656.2,18416.7,19084.2,19635.6,19713.9,19253,19070.6,19596.9,0.971419,
5,1,2,10,20656.2,18416.7,19084.2,19635.6,19713.9,19253,19070.6,19596.9,0.971419,
,,,,,,,,,,,,,=STDEV.S(M308:M317),
,,,,,,,,,,,,,,
6,1,2,1,18039.4,19520.2,19135.1,18934.7,19451.1,19559.5,19654.9,18367.5,0.95414,
6,1,2,2,18039.4,19520.2,19135.1,18934.7,19451.1,19559.5,19654.9,18367.5,0.95414,
6,1,2,3,18039.4,19520.2,19135.1,18934.7,19451.1,19559.5,19654.9,18367.5,0.95414,
6,1,2,4,18039.4,19520.2,19135.1,18934.7,19451.1,19559.5,19654.9,18367.5,0.95414,
6,1,2,5,18039.4,19520.2,19135.1,18934.7,19451.1,19559.5,19654.9,18367.5,0.95414,
6,1,2,6,19492.4,20135.7,19829,18394.8,19123.3,17794.1,17347.5,18699.6,0.942603,
6,1,2,7,19492.4,20135.7,19829,18394.8,19123.3,17794.1,17347.5,18699.6,0.942603,
6,1,2,8,19492.4,20135.7,19829,18394.8,19123.3,17794.1,17347.5,18699.6,0.942603,
6,1,2,9,19492.4,20135.7,19829,18394.8,19123.3,17794.1,17347.5,18699.6,0.942603,
6,1,2,10,19492.4,20135.7,19829,18394.8,19123.3,17794.1,17347.5,18699.6,0.942603,
,,,,,,,,,,,,,=STDEV.S(M320:M329),
,,,,,,,,,,,,,,
7,1,2,1,18591.1,19395.3,19672.9,18288.1,20123.2,17924.6,18732.7,19924.6,0.954079,
7,1,2,2,18591.1,19395.3,19672.9,18288.1,20123.2,17924.6,18732.7,19924.6,0.954079,
7,1,2,3,18379.6,18433.3,19931.2,19645.6,19533.6,19596.8,19209.2,19847.4,0.966104,
7,1,2,4,18379.6,18433.3,19931.2,19645.6,19533.6,19596.8,19209.2,19847.4,0.966104,
7,1,2,5,18379.6,18433.3,19931.2,19645.6,19533.6,19596.8,19209.2,19847.4,0.966104,
7,1,2,6,18379.6,18433.3,19931.2,19645.6,19533.6,19596.8,19209.2,19847.4,0.966104,
7,1,2,7,18379.6,18433.3,19931.2,19645.6,19533.6,19596.8,19209.2,19847.4,0.966104,
7,1,2,8,18379.6,18433.3,19931.2,19645.6,19533.6,19596.8,19209.2,19847.4,0.966104,
7,1,2,9,18786.3,20798.6,18606.8,20228.4,20082.4,20252.2,19227.5,19710.1,0.985577,
7,1,2,10,18786.3,20798.6,18606.8,20228.4,20082.4,20252.2,19227.5,19710.1,0.985577,
,,,,,,,,,,,,,=STDEV.S(M332:M341),
,,,,,,,,,,,,,,
8,1,2,1,20370.7,19777.8,19895.5,20503.4,19682.7,19990.3,19812.9,20474.2,1.00317,
8,1,2,2,20370.7,19777.8,19895.5,20503.4,19682.7,19990.3,19812.9,20474.2,1.00317,
8,1,2,3,20370.7,19777.8,19895.5,20503.4,19682.7,19990.3,19812.9,20474.2,1.00317,
8,1,2,4,20370.7,19777.8,19895.5,20503.4,19682.7,19990.3,19812.9,20474.2,1.00317,
8,1,2,5,20491.3,19400,19208.6,20829,19863,19713.4,18046.2,20665.8,0.988859,
8,1,2,6,20491.3,19400,19208.6,20829,19863,19713.4,18046.2,20665.8,0.988859,
8,1,2,7,20491.3,19400,19208.6,20829,19863,19713.4,18046.2,20665.8,0.988859,
8,1,2,8,20491.3,19400,19208.6,20829,19863,19713.4,18046.2,20665.8,0.988859,
8,1,2,9,20491.3,19400,19208.6,20829,19863,19713.4,18046.2,20665.8,0.988859,
8,1,2,10,18348.9,19840.1,20416.8,20432.9,18330.2,19953.9,19959.5,19782.7,0.981656,
,,,,,,,,,,,,,=STDEV.S(M344:M353),
,,,,,,,,,,,,,,
9,1,2,1,19493.1,19801,22586.2,19721.3,18825,20619.4,19994.8,19323.7,1.00228,
9,1,2,2,19493.1,19801,22586.2,19721.3,18825,20619.4,19994.8,19323.7,1.00228,
9,1,2,3,19493.1,19801,22586.2,19721.3,18825,20619.4,19994.8,19323.7,1.00228,
9,1,2,4,19493.1,19801,22586.2,19721.3,18825,20619.4,19994.8,19323.7,1.00228,
9,1,2,5,20949.6,18033.2,19706.3,18616.2,18788.2,19371,20565.5,19733.6,0.973524,
9,1,2,6,20949.6,18033.2,19706.3,18616.2,18788.2,19371,20565.5,19733.6,0.973524,
9,1,2,7,20949.6,18033.2,19706.3,18616.2,18788.2,19371,20565.5,19733.6,0.973524,
9,1,2,8,20949.6,18033.2,19706.3,18616.2,18788.2,19371,20565.5,19733.6,0.973524,
9,1,2,9,20949.6,18033.2,19706.3,18616.2,18788.2,19371,20565.5,19733.6,0.973524,
9,1,2,10,20185,18760.9,18972.3,21800.2,19240.7,17786.8,19647.8,20225.1,0.978867,
,,,,,,,,,,,,,=STDEV.S(M356:M365),
,,,,,,,,,,,,,,
10,1,2,1,18714.4,19394.6,17175,21083.6,18583.4,19241.3,21277.9,19391.6,0.967886,
10,1,2,2,18714.4,19394.6,17175,21083.6,18583.4,19241.3,21277.9,19391.6,0.967886,
10,1,2,3,18714.4,19394.6,17175,21083.6,18583.4,19241.3,21277.9,19391.6,0.967886,
10,1,2,4,18714.4,19394.6,17175,21083.6,18583.4,19241.3,21277.9,19391.6,0.967886,
10,1,2,5,20453.3,20237,19609.3,18115.9,19910.7,18548.8,20380.4,19138.1,0.97746,
10,1,2,6,20453.3,20237,19609.3,18115.9,19910.7,18548.8,20380.4,19138.1,0.97746,
10,1,2,7,20453.3,20237,19609.3,18115.9,19910.7,18548.8,20380.4,19138.1,0.97746,
10,1,2,8,20453.3,20237,19609.3,18115.9,19910.7,18548.8,20380.4,19138.1,0.97746,
10,1,2,9,20552.6,18643,20665.7,20962.5,19392.8,19444.1,20055.1,19522.2,0.995238,
10,1,2,10,20552.6,18643,20665.7,20962.5,19392.8,19444.1,20055.1,19522.2,0.995238,
,,,,,,,,,,,,,=STDEV.S(M368:M377),
,,,,,,,,,,,,,,
15,1,2,1,19055,19977,19340.9,20817.3,18527.5,21912.6,18189.3,20159.8,0.987371,
15,1,2,2,19055,19977,19340.9,20817.3,18527.5,21912.6,18189.3,20159.8,0.987371,
15,1,2,3,19188.6,19720.4,19030.9,20883.5,23108.7,17544.7,19662.4,17963.9,0.981894,
15,1,2,4,19188.6,19720.4,19030.9,20883.5,23108.7,17544.7,19662.4,17963.9,0.981894,
15,1,2,5,19188.6,19720.4,19030.9,20883.5,23108.7,17544.7,19662.4,17963.9,0.981894,
15,1,2,6,18444.3,18343.6,16876.2,20987.1,19605.4,19419.9,20985,19317.7,0.96237,
15,1,2,7,18444.3,18343.6,16876.2,20987.1,19605.4,19419.9,20985,19317.7,0.96237,
15,1,2,8,18444.3,18343.6,16876.2,20987.1,19605.4,19419.9,20985,19317.7,0.96237,
15,1,2,9,18684.6,19063,19234.7,19841.3,18584.3,18379.4,20472.1,21716.9,0.974852,
15,1,2,10,18684.6,19063,19234.7,19841.3,18584.3,18379.4,20472.1,21716.9,0.974852,
,,,,,,,,,,,,,=STDEV.S(M380:M389),
,,,,,,,,,,,,,,
20,1,2,1,18773.2,21190.6,19988.3,22111.8,18059.1,19137.9,21134.8,20561.6,1.00598,
20,1,2,2,20444.5,21378.3,19094,19376.1,19867.1,18246.5,20339.4,18063.7,0.98006,
20,1,2,3,20444.5,21378.3,19094,19376.1,19867.1,18246.5,20339.4,18063.7,0.98006,
20,1,2,4,18652.4,19559.4,18665.2,19657.3,18309.6,18631.7,18541.8,20673.8,0.954319,
20,1,2,5,18652.4,19559.4,18665.2,19657.3,18309.6,18631.7,18541.8,20673.8,0.954319,
20,1,2,6,18652.4,19559.4,18665.2,19657.3,18309.6,18631.7,18541.8,20673.8,0.954319,
20,1,2,7,19707.3,19313.1,19550.2,19208.3,18010.4,18865.9,18099.7,19173.1,0.94955,
20,1,2,8,19707.3,19313.1,19550.2,19208.3,18010.4,18865.9,18099.7,19173.1,0.94955,
20,1,2,9,22600.6,20133.5,20778.1,20092.7,20561.4,20825.9,20128.6,18318.3,1.02149,
20,1,2,10,22600.6,20133.5,20778.1,20092.7,20561.4,20825.9,20128.6,18318.3,1.02149,
,,,,,,,,,,,,,=STDEV.S(M392:M401),
,,,,,,,,,,,,,,
25,1,2,1,19556.2,21061.2,20866.4,20730,17521.5,18442.2,19404.3,19670.4,0.982826,
25,1,2,2,17360.4,20246.8,21659.1,19096.4,19295.8,21622.1,18965.2,21068.7,0.995715,
25,1,2,3,18536.3,18815.3,20691.5,20605.5,16492.5,20385.9,17709,19845.2,0.956758,
25,1,2,4,18536.3,18815.3,20691.5,20605.5,16492.5,20385.9,17709,19845.2,0.956758,
25,1,2,5,21078.9,22767.9,21215.5,17626.4,21168.4,20987.1,17644.4,20242.7,1.01707,
25,1,2,6,21078.9,22767.9,21215.5,17626.4,21168.4,20987.1,17644.4,20242.7,1.01707,
25,1,2,7,19913.4,18580.3,19247.2,19495.7,19217.2,18035.5,19742,17973.3,0.951278,
25,1,2,8,19913.4,18580.3,19247.2,19495.7,19217.2,18035.5,19742,17973.3,0.951278,
25,1,2,9,21021.9,20490.5,16263.7,19739,18251,19953.3,22369.8,19572.1,0.985383,
25,1,2,10,21021.9,20490.5,16263.7,19739,18251,19953.3,22369.8,19572.1,0.985383,
,,,,,,,,,,,,,=STDEV.S(M404:M413),
,,,,,,,,,,,,,,
30,1,2,1,19104.5,21063.7,19897.2,21287.3,19974.8,19832.5,19199.8,18402,0.992261,
30,1,2,2,19104.5,21063.7,19897.2,21287.3,19974.8,19832.5,19199.8,18402,0.992261,
30,1,2,3,19718.9,20671.8,19344.6,19861.2,19853.3,19565.3,21535.1,22202.4,1.0172,
30,1,2,4,19718.9,20671.8,19344.6,19861.2,19853.3,19565.3,21535.1,22202.4,1.0172,
30,1,2,5,18870.4,19483,17745,18472.6,19490,19417.6,19571.5,16686.5,0.935854,
30,1,2,6,20379.9,21720.9,20437.2,20470.1,19900.8,20891.8,23054.5,23006.4,1.06163,
30,1,2,7,20379.9,21720.9,20437.2,20470.1,19900.8,20891.8,23054.5,23006.4,1.06163,
30,1,2,8,19273,21877.1,18707.2,21993.1,18024.9,20093.4,19114.9,19663.2,0.992168,
30,1,2,9,19273,21877.1,18707.2,21993.1,18024.9,20093.4,19114.9,19663.2,0.992168,
30,1,2,10,20195.8,19509.8,19772.3,22215.4,19418,20361.2,23287.7,18906.7,1.02292,
,,,,,,,,,,,,,=STDEV.S(M416:M425),
,,,,,,,,,,,,,,
35,1,2,1,20446.4,21179,17295.6,20691.8,18246.4,17406.8,19665.7,19632.4,0.966026,
35,1,2,2,20446.4,21179,17295.6,20691.8,18246.4,17406.8,19665.7,19632.4,0.966026,
35,1,2,3,21543.6,19756.1,17030.8,19541.3,17272.5,22200.9,19867.8,22569.1,0.998639,
35,1,2,4,17790.3,21024.6,21541,19944.6,21471.9,18372,18060.6,19927.2,0.988327,
35,1,2,5,17790.3,21024.6,21541,19944.6,21471.9,18372,18060.6,19927.2,0.988327,
35,1,2,6,18948.9,19908.4,17975.4,21713.9,19143.9,19651.5,22602.5,18574,0.990741,
35,1,2,7,17466.7,19676.5,20688.2,19852.1,18367,20183,19322.6,18951.8,0.965674,
35,1,2,8,19946.4,19519.9,21119.3,21262.5,20878.8,19786.1,18477.1,20372.3,1.00851,
35,1,2,9,19946.4,19519.9,21119.3,21262.5,20878.8,19786.1,18477.1,20372.3,1.00851,
35,1,2,10,19032,18579.6,22347.9,21965.7,18710.5,24388.1,17222.6,18294,1.00338,
,,,,,,,,,,,,,=STDEV.S(M428:M437),
,,,,,,,,,,,,,,
40,1,2,1,23739.7,18243.8,19498.3,19098.6,18512.4,22805.6,17080.2,16836,0.973842,
40,1,2,2,23739.7,18243.8,19498.3,19098.6,18512.4,22805.6,17080.2,16836,0.973842,
40,1,2,3,19417.7,17165.2,19519.7,19205,23512,19353,23363.6,16263,0.986244,
40,1,2,4,17713.2,21489.6,20486,18862.1,19625,20753.6,18834.8,18880.2,0.979029,
40,1,2,5,17625.8,19000.5,20721.4,19109.4,19160.1,21106.6,19054.8,16144.8,0.949521,
40,1,2,6,18526.6,16265.9,19126.1,20198.6,20563.4,17938.1,19078.4,18399.1,0.938101,
40,1,2,7,18526.6,16265.9,19126.1,20198.6,20563.4,17938.1,19078.4,18399.1,0.938101,
40,1,2,8,16071.8,21269.3,16883.4,19910.6,21740.8,20767.4,19878.1,23776.6,1.00186,
40,1,2,9,17932.2,20549.1,20578.4,17945.6,18972.9,18329,18176.9,23424.2,0.974428,
40,1,2,10,22242.3,17125.4,20807.7,19927.8,20754.1,18980.5,20374.9,21468.4,1.01051,
,,,,,,,,,,,,,=STDEV.S(M440:M449),
,,,,,,,,,,,,,,
Test_2: Mean energy flux for changing difference of boundary temperatures. Fix TL = 1 and change TR from 1.5 to 10.0.,,,,,,,,,,,,,,
15,1,1.5,1,8740.52,10354.6,9278.27,9654.74,8916.97,7849.6,8003.27,7409.76,0.438798,
15,1,1.5,2,10100.3,10212.1,8223.5,8014.17,9917.35,8576.67,8191.34,9144.12,0.452372,
15,1,1.5,3,10100.3,10212.1,8223.5,8014.17,9917.35,8576.67,8191.34,9144.12,0.452372,
15,1,1.5,4,10100.3,10212.1,8223.5,8014.17,9917.35,8576.67,8191.34,9144.12,0.452372,
15,1,1.5,5,9246.35,9171.19,10606.9,6637.81,8767.56,9757.85,7951.87,7882.66,0.437639,
15,1,1.5,6,9246.35,9171.19,10606.9,6637.81,8767.56,9757.85,7951.87,7882.66,0.437639,
15,1,1.5,7,9246.35,9171.19,10606.9,6637.81,8767.56,9757.85,7951.87,7882.66,0.437639,
15,1,1.5,8,9246.35,9171.19,10606.9,6637.81,8767.56,9757.85,7951.87,7882.66,0.437639,
15,1,1.5,9,8638.68,8619.38,7958.36,10642.1,8906.6,8694.3,10025.1,8487.56,0.449826,
15,1,1.5,10,8638.68,8619.38,7958.36,10642.1,8906.6,8694.3,10025.1,8487.56,0.449826,
,,,,,,,,,,,,,=STDEV.S(M453:M462),
,,,,,,,,,,,,,,
15,1,2,1,21099.1,20065,19406.1,20154.9,18488.7,18294,18358.6,20131.4,0.974985,
15,1,2,2,19503.3,19989.2,20943.1,20383.7,18255.6,20036.8,21465,21311.4,1.0118,
15,1,2,3,19503.3,19989.2,20943.1,20383.7,18255.6,20036.8,21465,21311.4,1.0118,
15,1,2,4,19503.3,19989.2,20943.1,20383.7,18255.6,20036.8,21465,21311.4,1.0118,
15,1,2,5,20685.3,20650.7,18976.1,21428.1,20177.8,19954.7,20671,20915.5,1.02162,
15,1,2,6,20685.3,20650.7,18976.1,21428.1,20177.8,19954.7,20671,20915.5,1.02162,
15,1,2,7,20685.3,20650.7,18976.1,21428.1,20177.8,19954.7,20671,20915.5,1.02162,
15,1,2,8,20330.1,18909.3,19713.9,19313.3,20240.7,19024,18827.6,18321.6,0.966753,
15,1,2,9,20330.1,18909.3,19713.9,19313.3,20240.7,19024,18827.6,18321.6,0.966753,
15,1,2,10,20330.1,18909.3,19713.9,19313.3,20240.7,19024,18827.6,18321.6,0.966753,
,,,,,,,,,,,,,=STDEV.S(M465:M474),
,,,,,,,,,,,,,,
15,1,2.5,1,31425.9,30383.3,32384.3,34580.2,31694.3,30740.5,35946.7,32502.9,1.62286,
15,1,2.5,2,31425.9,30383.3,32384.3,34580.2,31694.3,30740.5,35946.7,32502.9,1.62286,
15,1,2.5,3,31425.9,30383.3,32384.3,34580.2,31694.3,30740.5,35946.7,32502.9,1.62286,
15,1,2.5,4,32158.5,31420.1,29606.8,32411.8,32091.1,31351.1,32017.6,32073,1.58206,
15,1,2.5,5,32158.5,31420.1,29606.8,32411.8,32091.1,31351.1,32017.6,32073,1.58206,
15,1,2.5,6,32158.5,31420.1,29606.8,32411.8,32091.1,31351.1,32017.6,32073,1.58206,
15,1,2.5,7,33557.9,31786.2,30604.9,30924.7,31468.2,33334.5,32055.1,32076.3,1.5988,
15,1,2.5,8,33557.9,31786.2,30604.9,30924.7,31468.2,33334.5,32055.1,32076.3,1.5988,
15,1,2.5,9,33557.9,31786.2,30604.9,30924.7,31468.2,33334.5,32055.1,32076.3,1.5988,
15,1,2.5,10,32286.4,34679.3,31272.5,34267.1,34081.4,31448.6,30899.3,30184.9,1.6195,
,,,,,,,,,,,,,=STDEV.S(M477:M486),
,,,,,,,,,,,,,,
15,1,3,1,44290.1,47726.7,43796.9,46642,43407.5,44874.5,46159.5,43242.1,2.25087,
15,1,3,2,44290.1,47726.7,43796.9,46642,43407.5,44874.5,46159.5,43242.1,2.25087,
15,1,3,3,43532.2,42700.1,46403.7,43165.4,44487.8,45883.2,45017.8,44545.4,2.22335,
15,1,3,4,43532.2,42700.1,46403.7,43165.4,44487.8,45883.2,45017.8,44545.4,2.22335,
15,1,3,5,43532.2,42700.1,46403.7,43165.4,44487.8,45883.2,45017.8,44545.4,2.22335,
15,1,3,6,43519.6,45781.9,45575.8,42204.4,44767,48796.1,46463.7,50640.7,2.29843,
15,1,3,7,43519.6,45781.9,45575.8,42204.4,44767,48796.1,46463.7,50640.7,2.29843,
15,1,3,8,43519.6,45781.9,45575.8,42204.4,44767,48796.1,46463.7,50640.7,2.29843,
15,1,3,9,42710.8,46832.6,46184.2,45689,43420.4,44986.3,44903,43607.7,2.23959,
15,1,3,10,42710.8,46832.6,46184.2,45689,43420.4,44986.3,44903,43607.7,2.23959,
,,,,,,,,,,,,,=STDEV.S(M489:M498),
,,,,,,,,,,,,,,
Test_3: Mean energy flux for changing temperatures. Change TL from 1 to 100 and let TR be 1.10 times TL.,,,,,,,,,,,,,,
15,1,1.1,1,247.901,1994.61,2609.73,1811.68,2600.12,1093.08,3271.24,1275.59,0.0931498,
15,1,1.1,2,247.901,1994.61,2609.73,1811.68,2600.12,1093.08,3271.24,1275.59,0.0931498,
15,1,1.1,3,247.901,1994.61,2609.73,1811.68,2600.12,1093.08,3271.24,1275.59,0.0931498,
15,1,1.1,4,247.901,1994.61,2609.73,1811.68,2600.12,1093.08,3271.24,1275.59,0.0931498,
15,1,1.1,5,1464.56,831.156,2445.12,1273.99,831.268,1556.16,1725.21,2020.87,0.0759272,
15,1,1.1,6,1464.56,831.156,2445.12,1273.99,831.268,1556.16,1725.21,2020.87,0.0759272,
15,1,1.1,7,1464.56,831.156,2445.12,1273.99,831.268,1556.16,1725.21,2020.87,0.0759272,
15,1,1.1,8,1464.56,831.156,2445.12,1273.99,831.268,1556.16,1725.21,2020.87,0.0759272,
15,1,1.1,9,1768.47,1568.5,1115.95,1838.9,1112.08,341.257,1767.01,2415.12,0.0745454,
15,1,1.1,10,1768.47,1568.5,1115.95,1838.9,1112.08,341.257,1767.01,2415.12,0.0745454,
,,,,,,,,,,,,,=STDEV.S(M502:M511),
,,,,,,,,,,,,,,
15,6,6.6,1,23961,6469.31,23745.4,36692.9,37485.7,27277.6,27949.3,27097.8,1.31674,
15,6,6.6,2,19482.2,24112.1,18526.2,23785.7,19983.6,29346.4,21049.6,28819.3,1.15691,
15,6,6.6,3,19482.2,24112.1,18526.2,23785.7,19983.6,29346.4,21049.6,28819.3,1.15691,
15,6,6.6,4,26035.8,23130.8,30692.3,12475.3,20729.6,30192.2,20533.8,29788.4,1.20986,
15,6,6.6,5,40928,32731.6,31241.1,38132.5,25259.6,36005.3,22413,21699.9,1.55257,
15,6,6.6,6,40928,32731.6,31241.1,38132.5,25259.6,36005.3,22413,21699.9,1.55257,
15,6,6.6,7,13870.3,20235.3,32093.3,16161.9,31204.9,15259.6,18455.1,19370.2,1.04157,
15,6,6.6,8,36612.9,32914.8,26721.7,19101.3,23244.9,16948.7,22241.2,18739.7,1.22828,
15,6,6.6,9,36612.9,32914.8,26721.7,19101.3,23244.9,16948.7,22241.2,18739.7,1.22828,
15,6,6.6,10,35580.4,24977.6,14511.5,29212,23860.5,26352.8,25100.2,29581.2,1.30735,
,,,,,,,,,,,,,=STDEV.S(M514:M523),
,,,,,,,,,,,,,,
15,11,12.1,1,33171.8,35713.1,47500.7,37234.4,65276.2,46299.6,66919.9,70564.5,2.51675,
15,11,12.1,2,33171.8,35713.1,47500.7,37234.4,65276.2,46299.6,66919.9,70564.5,2.51675,
15,11,12.1,3,68891.9,67186.6,56104.9,57626.7,41218.4,56802.7,40366,51138.5,2.74585,
15,11,12.1,4,35924.7,65781.7,58352.5,68186.3,62401.3,95230.6,64307,82943,3.33204,
15,11,12.1,5,56809.6,43343,56451.6,54998.4,62772.3,62535.1,59438.8,54483.6,2.8177,
15,11,12.1,6,87845.4,66517.9,50838.1,36294.4,87425.9,61785.9,64783.7,76188.8,3.323,
15,11,12.1,7,62235.8,68681.3,53381.1,34199.5,50784,42116.1,49697.6,63053.2,2.65093,
15,11,12.1,8,53118.7,58419.8,57314.6,61160.8,61600.9,66812.2,75981.4,60017.8,3.09016,
15,11,12.1,9,53118.7,58419.8,57314.6,61160.8,61600.9,66812.2,75981.4,60017.8,3.09016,
15,11,12.1,10,61148,38478.1,44511.7,72905.1,57386.5,77727.3,57194.9,47408,2.85475,
,,,,,,,,,,,,,=STDEV.S(M526:M535),
,,,,,,,,,,,,,,
